頻道名稱,頻道ID,傳送門,頻道加入時間,影片數,觀看次數,訂閱數,所屬
偽色 Nise Iro ch.,UClsCerJsyg_Qu-pmegdqehw,https://www.youtube.com/@niseiroch.1851,2020-10-17,108,9705,498,
白鴿•菲利絲-Felice•Vogel,UCX73aTHHLSU7T-77eCUKMRA,https://www.youtube.com/@-felicevogel,2017-01-21,28,96668,499,
羽夏悠希はかゆきHakaYuki,UCVEAgoVf15MZCArfEonaAfw,https://www.youtube.com/@haka_yuki,2012-04-07,29,1033,501,
如夢Dream Ch. ND,UC7hG0Mhh0MpSTr2y1op2c-A,https://www.youtube.com/@dreamchnd,2013-05-05,45,5545,501,
Ande 安爹 Ch.,UCSadbD_iNernWpkR-eUR7Wg,https://www.youtube.com/@andevil0403,2022-08-17,52,9049,512,
夏日NatsuAS.ch[香港Vtuber],UCGvZv4eQYqNPovM-TImJOwQ,https://www.youtube.com/@natsuas.chvtuber399,2021-03-28,66,9450,500,
菈納.Lana_TL,UC-Y8-G3Bme0dxYnMFjPHDkQ,https://www.youtube.com/@lana_5357,2021-09-02,98,7404,504,Trifling Light
鬼崎涼 / Onizaki Ryou,UCRbpT1E6aqHxY0TffauHbgw,https://www.youtube.com/@onizakiryou7763,2021-01-03,41,14506,503,
SakuRin Ch. 凜櫻,UCL-YcgFDG3WrZLZglWJUL6Q,https://www.youtube.com/@sakurinch.0617,2020-06-26,78,9015,516,
咕咕嚕諾姆,UCbbvq4QVq4DGCV-zcsQiGkQ,https://www.youtube.com/@gurugnome,2021-06-20,564,9964,505,
雷門達也 Raimon Tatsuya Ch. 【爆肝系HKVtuber】,UCmIgns1R5DvBLANGZqNG3tA,https://www.youtube.com/@raimon-tatsuya-hkv,2015-06-16,737,30416,499,
Mechs Vtuber,UChJ7CJTVslMgBccjveFvOgw,https://www.youtube.com/@mechsvtuber,2021-07-10,294,59914,505,
宅宅柚子YUZU CH.,UCBbnUuEzi8QBX3FvOTHzjXQ,https://www.youtube.com/@yuzuch-hkvtuber,2020-02-20,10,10008,506,
彩璃世 望 /  Irorise  Nozomi,UCGJRaSQF36gCOsbx-EVlE6w,https://www.youtube.com/@irorisenozomi2803,2021-03-05,159,11995,506,
八重花火-YaeHanabi Ch.,UC0x-5VOqb_NW85mlxeCoOjA,https://www.youtube.com/@-yaehanabich.239,2021-08-01,212,17992,507,
沢田ユウ Yuu.Sawada CH,UCt7Glfq8OjZ9R4o-zeghbrw,https://www.youtube.com/@sawadayuuchan,2021-07-25,193,21723,509,
ユキキツネ Ch.毛絨雪狐,UCWbba2g-jli2Jeq2gLlWySw,https://www.youtube.com/@ch.1103,2013-06-23,160,19393,513,
Nekokatsu ch. 貓排ちゃん,UCf1nJ_DG0M3HXqkMfQXqXkg,https://www.youtube.com/@nekokatsu_0104,2017-10-06,250,11148,518,
栗可🌰🐰Rika ch.,UCIQElyqyPVikR_XQfta_Kww,https://www.youtube.com/@rika99ch,2022-03-13,24,5363,514,Kiseki Plain
阿卜巴莉 apubari ch.,UCp3NQPcLZJdHczwniHLM84g,https://www.youtube.com/@apubarich,2021-06-07,77,12141,513,
玲安 LingAn ch.,UC9ujwVD1HrFu8eZx1G4OC9A,https://www.youtube.com/@linganch.1578,2021-07-05,87,8653,512,
楓霊KaedeRei,UCN8rBZfogHpJmBSx6PGFusg,https://www.youtube.com/@kaederei,2014-10-20,91,8978,513,
土芒果社-坊冬,UCLVIxrXH6oWTcrT1-2C8x3A,https://www.youtube.com/@user-ep5jv6nv8w,2021-03-21,91,16706,518,土芒果社
彌艾MiAi,UChXS2swXfUqXy7cldGCNPVg,https://www.youtube.com/@miai,2015-10-26,47,3364,517,
Kenta ch.源犬太,UCuM709BhGrE8RzvcLoXLVfw,https://www.youtube.com/@minamotokenta,2020-11-28,96,26999,517,夜貓森友會
Morkilo中二艾露Ch.,UCd5oSX_5inlnJ_Ud9doY4UA,https://www.youtube.com/@morkilo,2020-06-18,257,24723,519,
SAYA! ch.,UC846AKDFaMc_n-pNcMnyU6w,https://www.youtube.com/@sayach.2332,2021-01-05,8,2113,518,
殞星_coinc-star,UCKmKBGuaPoIajcb4Joj8seg,https://www.youtube.com/@_coinc-star8616,2013-07-17,180,46279,518,
維亞 VIA Ch.,UC3iCqUVUCghhIPbzXOvoDvQ,https://www.youtube.com/@via.ch1128,2021-06-16,61,6266,521,
嘿 這裡有變態 嵐寶雲 Ch. Lan Baoyun,UC2e6GwE-WaMAu7MK_UPVMhg,https://www.youtube.com/@no1hentai,2014-07-21,69,9612,521,
夢原ねむる Nemuru Ch.【HKVTuber】,UCjvxwgi4cXs0IGJAzasCFtA,https://www.youtube.com/@nemuru_hkvtuber,2021-04-26,116,16785,520,
Momiji ch. 小楓 もみじ ,UCLJurBYLAnuMJgF5YLbxJdg,https://www.youtube.com/@momijich.3458,2021-04-07,149,11871,520,
宮榊リエ。,UCWSQEKOm92zSuehOjO5V7YA,https://www.youtube.com/@rie_miyasaka,2022-02-24,16,18985,523,
伊吹巳花 Ibuki Mika,UCFe9umUUiT2buik5Nz8T6ag,https://www.youtube.com/@ibukimika,2022-07-03,25,4448,526,
艾露洛潔,UCzswGlm9wEIw6iB4cDVKxwg,https://www.youtube.com/@aile_rozy,2020-10-07,236,26978,522,
卡南KaraM Channel[香港Vtuber],UCwPwl_j_XblEV_ECwOIOgHQ,https://www.youtube.com/@karamchannelvtuber4467,2020-01-03,69,9592,524,
NCNeir 奈爾,UCkEQDzh-e0BXZiNPe_QgEpQ,https://www.youtube.com/@ncneir,2021-01-17,122,20899,525,
刺蝟K‧K channel,UCvcHDyKCsLuJLvIypnsPMQQ,https://www.youtube.com/@k-k,2010-05-15,523,56516,525,
Justin Chuen Ch. ジャスティン,UCPPtKhTOG99ClDAi6KJdFWQ,https://www.youtube.com/@thejustinchuen,2011-12-17,1053,58350,525,
晴乃森 HarunoMori,UCv6oLxnNxHuGjidunvhdseg,https://www.youtube.com/@harunomori7430,2019-11-25,211,20073,526,夜貓森友會
Miss蜜絲,UC4inrFfYtl3BQtNayhSV8uw,https://www.youtube.com/@miss6373,2020-06-17,74,16372,531,
Tio Ch.提歐•弗洛伊塞 ,UCuWyRNCeTOApfcuyXJIN7jQ,https://www.youtube.com/@tiofulouisai,2021-06-05,9,8313,528,
夕雨勳 Ame_Isao ch.【雙聲系】,UCoEf8jZzm9aq7v2F4jsrdBQ,https://www.youtube.com/@ame_isao,2020-11-22,270,16147,530,破曉鴻羽
白鱗 ほし Hoshi Ch. 【HKVtuber】,UC7FAbvLb1_Sw1fEnGdvJAOA,https://www.youtube.com/@hakurinhoshi,2021-06-28,107,18818,531,
Accipitrinae Ch. 阿祈,UCOn4Ib5-Bm8E2Y_dCv9kQ-g,https://www.youtube.com/@r7vtuber,2021-07-16,295,27528,529,
Amane Tainan,UCZFC4IJ-W_BefQdGgeO8p3g,https://www.youtube.com/@amanetainan,2021-02-14,2,546,536,
猫葉晏茶Ch.,UCcqwkFmtyrdXHyauvAl525w,https://www.youtube.com/@anchya1122,2020-04-12,221,19731,535,
早緒 Asahi〔BYO-2126〕,UC58S1qggwkIw62RJSNmJUig,https://www.youtube.com/@asahi_iui,2020-09-07,27,4757,536,波游
Zero Ch. 老米ゼロ,UCGl_9C_RqytBwvdIaZq9zFA,https://www.youtube.com/@laomi448,2021-01-28,28,12069,537,
天狐十楠Tenko Tona,UCyQ9Lu4yE4lQxMs0SrrvNvw,https://www.youtube.com/@tenkotona3155,2021-01-10,14,2825,538,
悠妮涅可Unineko ch. ,UCxR4d1Wq7BRNtYIAmJsnBkA,https://www.youtube.com/@uninekoch.3337,2021-10-06,111,18066,553,
屍屍Shishi,UC50VucABTfmaDxKk4L33QRQ,https://www.youtube.com/@shishi72x,2021-03-05,764,35480,538,
悠隬 Uni ch.,UC3k456qjR43GqoqJMrXNkOA,https://www.youtube.com/@unich.1801,2021-07-23,129,15527,539,
夜明花芽 Haname ch.,UCVHTUWcoRdYcWItFxTh9ipg,https://www.youtube.com/@shinonomehaname,2022-04-28,153,31539,542,古代音楽研究所
古林沃夫 Green Wolf Ch. ,UCbnj_3bVnD6MZJbXSZlTkFQ,https://www.youtube.com/@greenwolfch.8490,2021-07-09,204,19795,540,異種族集會所
嵐凝月Blue moon.Ch.,UCoDmjco3wLXZKGycm9NgPpA,https://www.youtube.com/@bluemoon.ch.1539,2021-07-17,125,12117,542,
Hanasaki Momoko Ch 花咲桃桃,UC4I7T4UyePzDBQLlqGhic3w,https://www.youtube.com/@hanasakimomoko,2016-03-25,115,20393,542,
弗倫頓FLUORITUM,UCjK0XZeK4cxJ8ZPD7EgRP1w,https://www.youtube.com/@fluoritum,2022-11-16,28,5652,549,
白濱秋音Akine Ch.,UCQvz4CHIgnsle6q9zafuJvQ,https://www.youtube.com/@akinevtuber,2021-04-27,85,16313,554,
Kuiro ch. 古洢蘿【Vtuber】,UC8VoVjhaL15tgq3G0kxsUwA,https://www.youtube.com/@kuiro0723,2020-05-21,121,23942,543,
虛空Voider Ch.【HKVTuber】,UCgAal2bAAJT3ngS8G2GtaHg,https://www.youtube.com/@voiderch.hkvtuber2787,2015-11-14,64,10278,544,
Cheese Moon 望月チーズ Ch.,UCfm3u6BK2YnRFTkp2jPJRsQ,https://www.youtube.com/@cheesemoonx3,2020-06-18,275,23687,544,
羅米D帳,UCWXy7kiH5Ej4FmSci_dsN-g,https://www.youtube.com/@romi-1225,2020-12-25,1,286,546,
赤川蓮 Ren ch.,UCxK5M_wGMEMBEomde8Mqdjg,https://www.youtube.com/@rench.2898,2020-11-08,99,9899,547,
鯉吉 Rikichi Ch.,UCg4RNuyBZ-O_qna1ZSbsibw,https://www.youtube.com/@rikichi,2022-04-21,160,78775,548,
彌莉卡 みりか,UCUqYoMeESynGdAgNplao0Xg,https://www.youtube.com/@mirica-vt,2021-10-09,118,12585,552,
魔王哈爾奈斯,UCdOwEcRnoy75m2w93MruDQA,https://www.youtube.com/@user-cf8nq3np8m,2013-09-07,330,39253,551,
渡鳥 Ch.,UCVGxq7a6OZybIJXr7VNthQw,https://www.youtube.com/@dubird_d,2021-10-21,89,11666,552,
彌須斗 Beast ch.,UCvQIQvzRPZ8HfspSHlDhw4Q,https://www.youtube.com/@beastred0418,2021-07-12,329,93912,561,
Asagibunta Ch. 淺蔥文太,UC4-TDZS0cTCMHvSu7ZxxOjw,https://www.youtube.com/@asagibuntach.,2021-06-25,443,29131,553,
矢神席可,UCdsrbJdIPT_QREy3Zu1S_2A,https://www.youtube.com/@user-xh1yi2xu9c,2016-07-11,9,24865,553,
虎摳 Hooco,UCO4m7An-oOYa38ZUh0YdUzA,https://www.youtube.com/@hooco.,2022-09-04,23,12910,554,
札奇Zackeyz ch.,UCll_ZwHSd6NLmkUBCND3vJw,https://www.youtube.com/@zackeyzch.8527,2021-11-28,56,14819,556,第二鈕扣風味社
Neru ch. 浅乃ねる【台湾 Vtuber】,UCqthXYzZr1GVxhPMffdGEMQ,https://www.youtube.com/@neruch.vtuber7571,2021-03-31,17,11678,556,
律花Melody,UC4Y0XsLHDGCvs4Edr63KHow,https://www.youtube.com/@melody1077,2020-09-26,95,8503,556,
帕露菲,UC0xXBGnLzpTj61PCq7nb-jQ,https://www.youtube.com/@user-jq3ft7op1x,2019-01-05,26,5437,557,MOMOMO團
六六 Ch.,UCQlbfFe-wtiKLoxgGUA3yog,https://www.youtube.com/@liuliu_ch,2021-03-03,72,12781,557,
NaiCha Ch. 艿秅,UCQSjk40fxGrEbgwS6D0bkew,https://www.youtube.com/@naicha0624,2012-01-05,146,11812,557,
Proxy 珀晞 Ch.,UC6tjGbBzNGR3i9RHstGUvWw,https://www.youtube.com/@proxyuma,2021-02-18,575,46889,561,
水原 愛理【HKVtuber】,UCjgDkgJsVJ4bwawUe-84oQw,https://www.youtube.com/@mizuhara_airi,2021-04-22,88,12923,560,
荒木今泉 【HKVtuber】,UCRN5t8zNBkLoQgLp_fPiPQA,https://www.youtube.com/@araki_imaizumi,2022-04-18,127,20155,560,
小倉菓菓 Kuku Ch.,UC3OISU7SN-CpQF__FcfjfHg,https://www.youtube.com/@kukuch.2338,2021-05-06,140,12629,564,
叁道ch. San Dao,UCQHIFPoa7UuSTrCXnd9IS_g,https://www.youtube.com/@sandao0606,2022-02-18,34,6354,564,
七桃莫茉 Futomomo,UCqn7FbnggWx-Gxv4D6rD9HQ,https://www.youtube.com/@futomomo,2022-03-11,61,16164,566,Psycho Live
彼岸琉璃,UCXW9RKZCOgSWfj92zhQqmkw,https://www.youtube.com/@higanruriri,2020-04-04,16,2418,565,
貓耳Nekomix,UCJyUJuz8L-mu1Ted8W-QR_Q,https://www.youtube.com/@nekomixnx,2021-04-19,266,22311,565,
Baiyin Youxuan Ch. 白音悠玄,UCpOZff0H8taJDDM2bEW9JzA,https://www.youtube.com/@baiyinyouxuan,2021-12-08,68,10964,568,
塩月楔太&菫 Kusabita&Sumire Ch.,UCkfIwowJXn4heLTONuekHJg,https://www.youtube.com/@shiotsuki1023,2021-11-27,95,21533,590,Soulzuna
Rittan0x0,UCwAdCuD7rCGxY5KLewdupdg,https://www.youtube.com/@rittan0x0,2021-01-18,6,2643,568,PRRU
莫伊 voi ch.,UCePFQ2BNSjym3qjuqwfi1gQ,https://www.youtube.com/@voich.6518,2021-12-14,104,14374,567,AURALIA Project
Tsumeneko ch. 爪爪貓,UC00mdfobZI9yJMs8sLA7Qvg,https://www.youtube.com/@tsumenekoch.6259,2021-12-21,11,7691,569,
菲尼克斯Phoenix Ch.,UCRb9PqtZkg-IbgdXo2L5sgA,https://www.youtube.com/@phoenixch.1894,2022-01-26,44,5545,571,
我的物種是流星,UCTlpipFfBpRJB4iN11k9ITQ,https://www.youtube.com/@meteor_0612,2018-03-19,79,13095,571,
莉媞奧蕾雅 Lethe Aurea,UCxLbnPd0mmrBqa3LsklvTgw,https://www.youtube.com/@letheaurea,2021-06-20,129,26244,573,
神白 ウノ[香港Vtuber],UCIuD45jpbKw1tozgTXRUFIA,https://www.youtube.com/@kami46uno,2021-05-23,105,19516,574,
肯蘿琳Carolyn,UCcP-_Jcf-JEIPueZRzG9zfg,https://www.youtube.com/@carolyn_522,2022-02-21,17,14864,668,
蘇雪霏SharronSu Ch.,UC4CbDxYuMvVA3g1-PA1ONDw,https://www.youtube.com/@sharronsu_ch,2021-05-20,162,17487,577,
AiKunKuma Ch. 愛睏クマ,UCVZZ2gjBAY6N3OKMbZa0bzw,https://www.youtube.com/@aikunkumach,2021-08-02,186,22421,581,森羅異獸咖啡館
香沄yuncream,UCuU4QMvXnEenhj49leK4iSQ,https://www.youtube.com/@yuncream,2022-03-02,584,24510,576,
涼風千秋,UCwTMWGsNPI9JVUdjE74vwUw,https://www.youtube.com/@chiaki_ch,2011-10-08,20,500712,578,
 Lily*リリー LIVE  Ch.,UCawXy20GwJBYN7T9GWDKDaA,https://www.youtube.com/@lily_live,2022-01-15,132,39472,579,
Orimiya Popori 織宮ぽぽり,UCM87_7QnygMq7bxdMBWmrpQ,https://www.youtube.com/@orimiyapopori3806,2022-07-13,140,20299,578,V-Saga
晨樹Tr33 Ch.【巷口工作室】,UCcJ4_J9Cn5TMt2kx2gUJvCQ,https://www.youtube.com/@tr33_neighbourhood,2022-07-23,48,11819,582,巷口工作室
Loorent Vräewok,UCCPZ7cjyiZd15lCHz1FaGAw,https://www.youtube.com/@mrsaivat,2009-05-29,301,20033,580,
YukishiroYuki Ch. 雪城ユウキ,UCAZDROQndBpyMWltzpbjq1g,https://www.youtube.com/@yukishiroyukiqq,2022-04-10,11,4606,581,
末代磷 Rinnn Ch.,UCkB-9YiqZp1IJIuNnRJWVQQ,https://www.youtube.com/@rinnnch0910,2021-07-11,117,12109,583,
Asaba Mitsuru Ch.淺羽みつる,UCCXcdED9LGgv5B3L-1DDqCQ,https://www.youtube.com/@asabamitsuruch.1706,2022-05-11,43,9704,584,
蜜柑カモミール Kamomiru,UCTmb1jhr-DkZCSd6mMyLhjQ,https://www.youtube.com/@kamomiru0325,2022-03-17,29,7309,586,
Nanashi Yuki Ch.,UCsq7gvUSvwLAky681bYkqZg,https://www.youtube.com/@nanashiyukich,2021-12-24,144,16354,587,
-瑾瑜 Ginyu Ch.-,UCncQnGxk9gECVaMmJbvD0Gw,https://www.youtube.com/@ginyuch,2020-08-26,95,12208,588,
Theotha Ch. 銀河希歐塔,UCnOWBjvlGs1l1mKMb02tREA,https://www.youtube.com/@theothach.6974,2022-04-25,66,14380,591,
棉羽‧尤克特拉希爾  Mianyu·Yggdrasill Ch.,UC-tU5iB1NTY6XSaPZt3GCww,https://www.youtube.com/@mianyuyggdrasill_vtuber,2013-08-16,450,39349,594,
千祈NOROI _Ch.,UC2-2MeP0TnL5qFYMt7OIxqg,https://www.youtube.com/@noroich,2021-06-21,3,400,591,COZY BOX
Kana Ch. 貓又ガシア【可愛偶像歌手】,UCUx0rHKhlinAKjl4dNYXXBA,https://www.youtube.com/@nekomatakana,2014-08-29,27,6024,591,
Lodzfly羅茲 ch. ,UCmrzvDGh3dE10B_IsYVBgmQ,https://www.youtube.com/@lodzflych.,2021-06-10,361,19789,592,
尼歐▸NIO,UC9dgQjtu22qB5BiTG9pjnQg,https://www.youtube.com/@npc_nio,2021-10-30,21,7486,595,
Reiyi Ch.森月澪依 【HKVTuber】,UC-DhWjbulSsEFPI4XBCpstQ,https://www.youtube.com/@reiyich.hkvtuber1855,2021-07-26,70,13935,593,
鹹魚喵,UCVsTG1hQqWIuDTlZkVxeTYA,https://www.youtube.com/@user-kv9wv3cv4v,2017-01-20,135,3667,593,
POTATO ch. 菓子波的多×焼余,UC7YmHBdaWe82_h4xm-A8DBA,https://www.youtube.com/@potatoch.106,2019-10-01,326,177568,593,
Marika Ch. 真理果,UCRzoTlvAr66LWn41B7QSu1Q,https://www.youtube.com/@marikavtuber,2023-01-20,7,7568,924,
Horsker Ch. 霍矢敋,UC9fN-5BAXljNjXmGbAyRZTQ,https://www.youtube.com/@horskerch,2022-09-25,25,8864,600,KARE Studio
多多栗茲 ch.,UCACIOQS4YTdBH11UjizdtEQ,https://www.youtube.com/@dodolizz0905,2022-09-07,124,16957,600,
可粒米 Creamiii,UCidm98lXM8QbcYGfC4gXhyw,https://www.youtube.com/@creamiii,2020-12-28,35,28202,602,
Yuya幽夜yay,UC5m7F9O_kfp7e_OTCZwvHMg,https://www.youtube.com/@yuyayay1706,2020-12-01,200,18067,599,
Yi龍龍 ronron .,UCNaMCPuPGgrUdXTANhMj0nA,https://www.youtube.com/@yironron.0622,2022-07-06,58,9471,605,
Unagi Ch. 花宮うなぎ,UCGxidH2oLXuTgfDqMG7d2hA,https://www.youtube.com/@hanamiyaunagi,2021-01-11,2,751,603,PRRU
Colomeowpa Ch. 雲開喵帕,UChq-fLKupj9gfD85r136Tfw,https://www.youtube.com/@colomeowpach.9294,2021-03-23,174,16695,603,
Elina ch.海月えりな,UCofu6HsK6tZ76nEiW864Ubg,https://www.youtube.com/@elinach.8293,2020-10-27,11,5378,604,AsteriaLive
雪城ユミ Yukishiro Yumi ,UCaccR0UUIY7XUNQNqT6jIAQ,https://www.youtube.com/@yukishiroyumi0820,2022-05-30,63,8388,611,
天雲そらskysora,UCQmujxhw8DPK6qscCPv8hRA,https://www.youtube.com/@skysora,2017-07-29,68,29201,604,
MuChaCha Ch. 魔王特助穆恰恰,UCiIPHAXkD9pt47NaqIaiL0A,https://www.youtube.com/@muchachatwvtuber,2021-07-17,162,20117,606,
Haru Ch. 時勘晴的裁衣鋪,UCxn2fgZlQQnzjRFPu2zd2TA,https://www.youtube.com/@jikanharu,2021-04-29,296,22625,612,鎮魂鐘
芙璐比亞 Fluvia 【UA所屬】,UCG42y2go8Ls4EB2nuONp2qA,https://www.youtube.com/@fluviasama,2022-08-30,54,11366,615,LUVMELIVE
不求人,UCW5aUJJMCFxGrfM-7FHPO3w,https://www.youtube.com/@user-gh3ls4fi2t,2021-02-23,109,28129,610,
SAKiSEN 咲荈_ch,UC03CZicbB2_5jgfk9nQDitw,https://www.youtube.com/@sakisen_ch5991,2021-06-22,109,16321,607,
土芒果社-百瀬ヤスミ,UC4luBvryEOgbV-HNOwpU0Cw,https://www.youtube.com/@momoseyasumi,2021-05-23,219,21789,609,土芒果社
音軌オトキOtoki Ch.,UC5he51AEACGNQcYtaeF11ow,https://www.youtube.com/@otoki.not.virtual,2014-07-29,51,12809,610,
森野久智Morino_Kyuchi Ch.,UC5IyFEQJlrl0m6HOlP9pyqQ,https://www.youtube.com/@morinokyuchich,2012-07-04,158,14442,611,Destiny Live
エイフカイマン Ch . Fkaimann,UC8w_QwGnN8-5gH61PZc3d7A,https://www.youtube.com/@ch.fkaimann1599,2021-11-07,180,34572,611,
艾羽AiYu,UCF6lVWv2ITe_yiz0QEPWlVA,https://www.youtube.com/@aiyu8480,2020-04-24,194,32548,611,
土芒果社-又Q又可愛又和藹可親蘭卡,UCi6HZuQJ1QHN3LJ779X1EAA,https://www.youtube.com/@tmg_lanca,2010-11-30,159,20696,614,土芒果社
Mari Ch. 舞綾真璃,UCEbHRn4kPMzODDgsMwGhYVQ,https://www.youtube.com/@marich.2522,2021-07-14,80,13242,614,
Reshar Ch.蝦蝦桑,UCnTCphX4cG8X6ujGCF-bROQ,https://www.youtube.com/@reshar,2014-08-13,286,42807,615,
Hoshino Yume 星野夢【StRineOffice】,UC8AS0zacaqH38sSkfOVK0Mw,https://www.youtube.com/@hoshinoyume_vt,2022-02-03,104,17136,621,StRine Office
葉月 Hazuki ch. ,UCsIBbeApZk3ZKq2khrxpMNQ,https://www.youtube.com/@hazukich.,2022-02-16,204,16019,616,Studio Sailng
Wakabi Ch. 朔夜わかび,UCG3PIWp2Z8AenPdD5MeAfkg,https://www.youtube.com/@wakabich.0627,2021-05-26,12,847,617,
Taomi_TuanZih Ch.桃米糰子,UCbTrH09B9CLC7dQSNbxa89A,https://www.youtube.com/@taomi_tuanzih,2021-04-05,266,24847,627,
異界郵差Dusty Ch.,UCSdSravfbMOXL_Yxri1RBew,https://www.youtube.com/@dustypostie,2021-03-21,140,15636,621,
Shimo Ch. 曦茉 【UGONE所屬】,UC3_kptC3eyenWQspEINiGTg,https://www.youtube.com/@ugone_shimo,2022-04-25,84,21412,627,Ugone Studio
🌾喵喵草🐺CH. Komugi,UCB4N3N2dNrNaJjVxlAhbHAQ,https://www.youtube.com/@komugimeow,2021-07-07,184,15177,625,
魚骨 【香港HKVtuber】,UC1-cqkAk4BLONF776y77hMg,https://www.youtube.com/@hkvtuber5324,2020-10-08,63,209279,625,
偵探貓化靈【HKVtuber】,UCSvecUBizE0ROyH62KBFIZA,https://www.youtube.com/@ttnk_fuarei,2021-07-09,199,62447,622,
歐拉郥兒Ola Pear ch.,UCYcZ1BdCRRiXg4M0qg9lxQw,https://www.youtube.com/@olapearch.,2021-11-03,149,25075,628,
夏白桜,UCVqua9yLAHaqB_kJdKdutxg,https://www.youtube.com/@tsuroisa9470,2020-08-23,165,22604,624,TSSVB
虎勝トラカ ,UCtqbEfvoMPvbW1pFHuDi4Iw,https://www.youtube.com/@user-wh9xf3ws5c,2022-01-08,21,7033,623,
樺木Vtuber,UCDTRgvZ3OpLo6izpch1bFQg,https://www.youtube.com/@boowvuber,2012-05-23,488,39537,624,
Graymi.Ch灰米,UCq8TeDPIaGlLDkiK4Jx80iQ,https://www.youtube.com/@graymi26,2021-02-21,340,130823,625,
Hlinak Ch.鈉鉀,UCZzMIhWgVB-q8irNuoi4HiQ,https://www.youtube.com/@hlinakch.9596,2013-06-19,748,31813,624,
Ziyue Ch.紫玥,UC1VwEXy-XkLrEMk5U5i_RdA,https://www.youtube.com/@ziyuech.2820,2021-04-14,121,12052,625,
如月兔苺 Kisaragi Ui Ch.,UCx0Yy7_fAzkPUjCoLgDTc2w,https://www.youtube.com/@kisaragiui_,2020-01-28,137,22415,627,
萊維亞 / レヴィア.ミラシア ch.,UCRJMRiVK2aTp68NgTaabpqQ,https://www.youtube.com/@leviamirasia,2022-06-12,113,15094,632,
冷嵐,UCDR73i_Lwp-aQSwMzUX-61A,https://www.youtube.com/@hiyaarashi,2020-07-20,280,47977,630,超異界通信+
糜蕾MayLay Ch.,UCMMo1w2AY2Z_VRhKrADrGIw,https://www.youtube.com/@maylaych_twvt,2013-01-26,37,10441,630,
Libbi Rico 莉比🥚莉可 ch. (⁰⊖⁰),UCD9IXLD8Qr2psaSJ9atQq6A,https://www.youtube.com/@libbi_rico_,2022-10-14,45,9150,637,
帕烏西雅 Pawuncia Ch.,UCeTMoo3cWPNn1ICJehUWBTQ,https://www.youtube.com/@pawunciach,2021-02-23,155,11472,633,
歷曆歷zZz,UCDyp9Sro4pyBZLnBy3uEZ9w,https://www.youtube.com/@zzz2605,2020-12-27,90,19213,633,
YuCat Ch. 語喵ほしぞら,UC8mp6R0E0uFeaoTYjZii0xw,https://www.youtube.com/@yucatai,2021-09-14,22,3315,634,
Kani可兒 Ch. 🍓草莓熊吸血姫🧸,UC1j4g0vSBT4fgLNr-mvMaWg,https://www.youtube.com/@kani0w0,2022-04-11,80,23169,636,
月藏藏 moonku Ch.,UCryVQB-FoSHQuZs-2cEEyTQ,https://www.youtube.com/@moonkuvt,2022-07-22,108,21150,641,
皆見榊 みなみさかき ch.,UC10veW1ruA3Fhd3v0aQ7W9Q,https://www.youtube.com/@ch.9350,2020-05-18,91,12701,639,
以柔ERU@ALYR,UCOJbhtkKyOOF63PsSMBhSpQ,https://www.youtube.com/@yiroueru,2021-06-13,228,42240,643,織女星project
黑魔法師-Loya,UCbk-c2dQoVcrNb_OtVgepUg,https://www.youtube.com/@-loya2901,2021-01-05,53,6671,641,
Riko Akuma 陸吾 Ch.,UCtJVDpP2sFkftPWlvfFBPKA,https://www.youtube.com/@rikoakumach,2021-06-13,295,27330,642,
Yuzuka Ch.柚香ゆずか,UCugedmKaBpXqBauc3Lu0oYw,https://www.youtube.com/@yuzukach.2458,2020-12-11,47,6464,643,
ZENeN,UCrWP0eXs838G-gzPgAGrz-w,https://www.youtube.com/@zenen.vtuber,2022-08-07,23,8224,644,
Rosie 蘿希♡,UC1Fugt7RgCqpkwFfCyJ5jtA,https://www.youtube.com/@rosie_827,2021-06-27,87,17161,647,SODAART
Apsara ch. 飛天,UCxpTPlgqBq712ctEqbzDlvQ,https://www.youtube.com/@apsarach.2690,2021-02-21,33,8372,646,
浣路網熊NetRacoon【NRem ch.】,UCVVJ9TeuNrNH6hmVPIHgpfA,https://www.youtube.com/@netracoonnremch.7634,2020-12-11,226,26996,645,超異界通信+
Pisces Patin Ch. 幼魚巴丁,UCHGFH2ge94HRUHKxaIA3R6Q,https://www.youtube.com/@piscespatinch.7888,2021-05-12,41,11857,647,
緣醬Enchan ch.,UCnLD_X_sYv2xUBOdttZQz7g,https://www.youtube.com/@enchanch.9226,2022-03-05,113,21143,645,
薰雪珞XunShueLuo【VTuber】,UCQL2rhbC2hlVDbmUdPAMlJg,https://www.youtube.com/@xunshueluovtuber,2020-10-14,639,26819,652,
山尾白Yamao Shiro 休眠中,UCtfwu_vVm3yTUctd6iklzaw,https://www.youtube.com/@yamaoshiro882,2020-12-08,3,1409,650,
階梯貓 JTcat ch.,UCReRegvdg0QaIS-4L-Z1Q9g,https://www.youtube.com/@jtjjjjjj,2015-02-27,90,24086,659,
吱吱檸檬zuzu_lemon_,UC01Q8romGNCbEC6HGllDVNw,https://www.youtube.com/@zuzu_lemon_0218,2021-07-05,58,42274,652,
亞洛帕卡AloPaca Ch.,UCPxxNRZ7mQRkji0JeoixK8Q,https://www.youtube.com/@alopacachannel,2021-09-20,172,23614,650,超異界通信+
