頻道名稱,頻道ID,傳送門,頻道加入時間,影片數,觀看次數,訂閱數,所屬
赫姆·謝普蘇 Herm•Shiposu,UClcp-wideU_HjkciOFL9fnA,https://www.youtube.com/@bartenderherm,2019-04-16,15,2633,406,
涅洛Nelo Ch.,UCfXcSkM3S6yByDeha5Uvxrg,https://www.youtube.com/@delainenelo,2021-10-11,381,40718,1560,
夢寐愛姆·エムch.,UCvUTCi2Ms1eP-bFnh0lfGHA,https://www.youtube.com/@yumebiemu,2021-10-28,388,1205530,26900,RenewLive
SiuYo小游,UCoNLLc0RB8yOa921dFM43EQ,https://www.youtube.com/@siuyo,2013-10-31,172,1535168,8750,
Yuhi ch.幽火,UChLoVXXqUkpDUxqnvU6u-KQ,https://www.youtube.com/@yuhich.3209,2016-08-09,3,171,118,
Gen ch.黒沢 弦【EXILE】,UCCIFR5lAuZTk-ZH-KSFLTfQ,https://www.youtube.com/@genchexile,2021-04-30,52,7198,427,
弎羊開泰 Ch.,UCVG2aSktF0d_4nJPKfesGAw,https://www.youtube.com/@sanyang_kaitai,2022-04-29,36,2583,108,
方小紅 FunRed Ch.,UCcvpYGIu0JaWvnlpakMSw8A,https://www.youtube.com/@funredch.287,2018-08-16,293,9544,286,
Mika Ch.鬼塚魅華,UCnG1Ni-_2RJrpYJhikWrScQ,https://www.youtube.com/@mikach.5873,2021-01-10,116,36136,3680,
Duby Ch. 嘟比【DreamCity所屬】,UCxAxBPUKQZzDGeI9xNSex7g,https://www.youtube.com/@duby.vtuber,2021-08-21,355,265829,11200,夢想之都工作室
Inesu,UCxtzTNZEbqofLELBVIXAa3g,https://www.youtube.com/@inesu6276,2022-01-25,3,80,58,
Buta to OyakoDon 糖粁,UCqKWbaq8z2IftlwlkzhAhTA,https://www.youtube.com/@butatooyakodon,2022-07-13,58,7398,334,
MixedUseless 個人勢Vtuber,UCY8NkcB9LKrdlas-2SfmAIA,https://www.youtube.com/@mixeduselessvtuber,2021-01-22,115,6779,246,
IORI ch. 花見伊歐莉,UC0qs9rp6yc_VZlhmmIiZl5A,https://www.youtube.com/@iori0v0,2021-11-27,221,71354,2270,
白羽しらは-shiraha,UCM5mlm7gqgdxkOs6pbfgnlw,https://www.youtube.com/@shiraha,2014-04-24,79,480325,11300,
姆璐 MuLu Ch,UC2F5qABxc9-1bFwoKaMym7A,https://www.youtube.com/@muluch4238,2021-06-13,13,7958,1610,Smilelive
焰焰 Homura / 魔界 ch.,UClx6QTD9VvbwZJa3yWGnGJA,https://www.youtube.com/@homurach.,2021-01-28,388,70318,1870,
Crucis Ch. 克蘿瑟絲,UCwMJwGMZ64-4bfa2FBsDrXg,https://www.youtube.com/@crucisch,2021-05-07,93,29589,1970,
小林冰 AISU Ch. ,UCnwgM2M3C4JOVdOZ0OLu_bA,https://www.youtube.com/@kobayashi_aisu,2020-11-11,523,586407,10700,Mic On Project
南星_Nambyul CH.,UCKYVByNpV4TOXP_0vjk265A,https://www.youtube.com/@nambyul006,2022-08-16,101,1189,93,
茶醉君,UCEvR6lGQv3IfWBYKdxYcmuA,https://www.youtube.com/@user-id2mh8lr3b,2020-12-24,1,261,379,
小夜戸茶 Sayo docha ch. ,UCEoS9oLoFaietJSFbyCOWng,https://www.youtube.com/@sayodocha,2021-07-24,77,21217,984,
Cygnus ch. 熙歌,UCIf6cffSRZqS7TUXbUAK_hw,https://www.youtube.com/@cygnusxdfp,2022-08-31,169,2093518,40000,SquareLive
芙蘭琳 Fran Lyn Ch.,UChN5ehROLdVpVWaabBOoLKg,https://www.youtube.com/@franlyn2419,2022-07-19,97,90475,4060,
星形KARAS(cv:押形) ♪ 歌う絵師 ch.,UCHBrsRdgAR2Vo0SroozG9bg,https://www.youtube.com/@karasoshigata,2009-07-29,336,492439,5060,Psycho Live
Akane ch. 緋音,UCsmHKzkVJDBW6D5NnvdyNvg,https://www.youtube.com/@akane_2023,2022-12-31,51,7615,214,
金魅 Kintsuai Ch.,UCKM3p71NKKgp32pAA1mJZ-A,https://www.youtube.com/@kintsuai,2021-11-03,68,63790,2810,
企鵝社長 Penguin syacyou Ch.,UCN5tSPZxcIvL0-gMosbVqzw,https://www.youtube.com/@psyacyou,2021-03-06,97,14870,491,
Feronia Valens_ch,UCHNsQi7e56oSsO0fWMbkWuQ,https://www.youtube.com/@feroniavalens,2021-12-14,30,1676,173,Eticlas
Akari ch. 赤津明里,UCwW8hWYuhlnEyY7ld2QMT2g,https://www.youtube.com/@akatsuakari,2021-05-11,63,24929,847,
蝦米_しゃみぃ,UCE0GrXrsIg_cnPi3muMHnTQ,https://www.youtube.com/@xiamii1209,2012-05-02,11,15231,147,
Kojiro Ch. 佐佐小刺郎,UCLq6ZM4pIH9IXFU-SeegTRQ,https://www.youtube.com/@sasakojiro,2022-04-05,13,778,165,
榟棋 Ziqi,UC7CrSP_zhePpRKpZZVoDN9g,https://www.youtube.com/@ziqi,2022-05-24,55,2648,134,
浅羽和紗 Kazusa Ch.,UC-kUQ0qEMULe7TeIfQ-tvFA,https://www.youtube.com/@asabakazusach.,2021-06-22,170,34552,877,
Soxius · 蝦槓,UC1EPyl2m6Ki1t4tp_8efWOg,https://www.youtube.com/@soxius5064,2020-09-18,2,481,88,Soxius
鳳梨不咬舌 Ch.,UCOuJKc5wDEZmPEx3z6xfvbg,https://www.youtube.com/@ch.4363,2012-11-19,995,673743,1590,
Yukou Ch. 柚香ゆこう,UCtVvhPk5-lV1u-fTRyCUtsw,https://www.youtube.com/@yukou_ouo,2021-08-02,261,3290,91,
稻乙緹 IiTi Ch.,UCKe1Q0YIwT-hzrZs_uxGb2g,https://www.youtube.com/@iitifox,2021-04-09,179,1277967,32700,
Akirarara Ch. 赤紀麗 【HKVTuber】,UCMtbFurjQ17lE-VYi9rcGXw,https://www.youtube.com/@akirararach,2021-02-01,176,106616,1930,
大桶哥 Da Ton Brother Ch.,UCDvCHf5vVuEomj6OG-2D6Yw,https://www.youtube.com/@dtbvt,2021-08-30,278,14979,351,烏洛工作室
Aorëa Ch. 迪莫尼奧 & 狄瓦思,UCFNx4Mm9k0oXAY_1wgmamcg,https://www.youtube.com/@demonioanddeath,2020-10-31,240,16849,376,曙光學院
天羽ユゥキYuukiAmaha ch.,UCnAPJvQyc1wQfc9HMoNGBgQ,https://www.youtube.com/@yuukiamahach.3734,2020-09-17,31,2128,211,
Inori Ch. 白羽祈,UCGprKkK1Bpih9Ge7n_R3keQ,https://www.youtube.com/@shiroha_inori,2021-07-14,169,63260,1570,
夏紫桃月AuntTao”,UCk_-jQu0N5cpwfmoK1juaYQ,https://www.youtube.com/@aunttao,2021-07-20,29,7664,316,
舒芙Suki VTuber,UCMGLgmAkIkNlrs7WN3yXkHw,https://www.youtube.com/@sukivtuber,2022-05-29,169,205986,6420,TSA Studio
Aorëa Ch. KiraRemy,UCj5B1BSI2LfZsElCP3LLY8w,https://www.youtube.com/@kiraremy,2020-02-13,53,3644,152,曙光學院
汐Seki Channel,UC_aaEh6TaE5VpA_zQTUCcNQ,https://www.youtube.com/@sekichannel,2022-03-27,165,5847798,94600,子午計畫
流星飄飄【香港VTuber】,UCiQLOjwrMfD3sShNHV-TisQ,https://www.youtube.com/@meteor__lolsing,2020-07-26,22,4102,241,
卡利Karley ♪,UCeCpNK3Xjos-IQtlN6EpsWg,https://www.youtube.com/@karley_,2016-09-17,4,1438,368,
林思lins Ch,UCNKKcCYLel41Q-7sJCyRGHQ,https://www.youtube.com/@kamenrider_lins,2021-08-14,112,10234,208,
蓓卡 Becca Uhr ch.,UCRPj6R7KFEyZqhZhyQct5tg,https://www.youtube.com/@becca_uhr,2021-10-17,126,9196,366,
HAHAmida,UC3e-ckJae2zeQVXPMqDsaxA,https://www.youtube.com/@hahamida4362,2022-02-02,15,586,78,
湯泉YuIzumi Ch.,UCuX1VwnUxedIdihEhiVbACw,https://www.youtube.com/@yuizumi_tw,2021-01-07,321,43105,1760,
Marika Sumiko Ch. 澄心 マリカ,UCrnOkwxPa1DztYaZaSmutGA,https://www.youtube.com/@marikasumikoch,2021-06-22,16,1232,170,
Lana ch. 菈娜,UCmyWmpBAuWoiOQnvHNvpihg,https://www.youtube.com/@lanacyberstars,2022-11-16,2,539,222,CyberStars
YakumoKen Ch2.八雲 劍_重生,UClA5YX0D1ejpeNh-oFcrXnw,https://www.youtube.com/@yakumokench2._492,2021-10-17,337,18768,334,
南宮崧熠 / Songyi ch.,UCZfqeSLESSj52UVB5xczZLQ,https://www.youtube.com/@songyi_vtuber,2022-02-20,124,8309,212,Sexy Monkey
辛爾娜·佛羅倫絲  Cilna Florence Ch.,UC3bHoYjizwCRU7GHpXiv97A,https://www.youtube.com/@cilna_f,2022-06-14,1,96,73,
琥橞里 KoEri【香港vtuber】,UCTk_W5RbapTcqYX4WRT8-og,https://www.youtube.com/@koerivtuber7052,2021-07-19,29,1470,85,
水宮蒼留 MizumiyaAoru,UCO6zDc1f3bZT5aAaS2m3Eow,https://www.youtube.com/@mizumiyaaoru,2021-07-31,202,10975,258,
可蘿可姐可洛莉 Clawy【UMiLive】,UC0LNztG1Nh3q7KEoxgY5-7w,https://www.youtube.com/@clawyowo,2022-01-10,98,166739,4760,UMiLive
墮天翼Daten Tsubasa,UCEt5MBDUe4Q7yVW5qRwCelA,https://www.youtube.com/@datentsubasa,2019-03-06,311,32703,792,
Elina Ch. 宮森えりな,UC3BSBOD67u9CUmpAakbhFkw,https://www.youtube.com/@elinachelinakawai,2020-10-17,415,120224,4320,Miragion Studio
精靈飛飛🦋 #vtuber,UCxqbNEZBd0o9IQbWrJcW7mQ,https://www.youtube.com/@vtuber9596,2021-10-10,33,19704,175,
Salty Ian,UCCihPFnCKXL6XjJOnerFp1A,https://www.youtube.com/@saltyian9527,2019-03-06,135,134397,3480,
蒼神こねこKoneko Ch.,UCnlSbkStVCsk75eaBCrVKNg,https://www.youtube.com/@koneko_aoikami,2020-12-22,398,78318,1310,
Nuohai Ch.諾海,UCYCUGetz4k-JpnQ8mtSQheA,https://www.youtube.com/@nuohai,2021-07-02,28,61769,3600,
姬野鵲Kasasagi Channel,UCbSKK8dSo0L6v1nBXsJdwNw,https://www.youtube.com/@kasasagichannel128,2021-03-16,2,896,366,
星崎武,UCTTePXMVeTLw0GZt9atrjlw,https://www.youtube.com/@r5r5,2021-11-25,104,58950,2070,
栗太換頻道囉  右上按鈕前往訂閱,UCsvSrfDReAqYM32_VW8t09w,https://www.youtube.com/@kuritach.3935,2017-01-05,627,681886,18400,
松果靄梓 Ch,UCDvNzvaRriONOWLP5IZuuhA,https://www.youtube.com/@user-0827,2021-01-22,115,30955,1840,
瑛磨 - Ema -,UC_ZLrREb09LjMJrjl0jf0tQ,https://www.youtube.com/@emakawas,2021-08-09,83,25452,1280,Kawas Project
Sweabs,UCr1U1IAY9FrQVQXrYaKe0nw,https://www.youtube.com/@sweabs4920,2022-03-31,12,2966,90,SweabsMY
Kule Naco ch.空嶺ナコ,UCS9qDsi5DhKw0FHjTW3_9qA,https://www.youtube.com/@kulenacoch.5322,2012-01-22,126,18139,666,
菓菓 Guoguo,UCzQsBZUJBI9JIOZYnDRyTUA,https://www.youtube.com/@guoguo1884,2021-06-12,122,7410,358,
Elesis ch.艾利希絲,UCIBU7bgQnJzOT1yhPw1xNKg,https://www.youtube.com/@elesisch.9483,2021-07-21,192,16081,709,Laniakea
Hoshimi Yura Ch. 星見優樂,UC9mNJ3oYxa86Ob294T1knQA,https://www.youtube.com/@hoshimiyura-ch,2021-04-21,129,79747,4240,
Rubi露比【HKvtuber】 ,UC5-f2xxyjutXzEklK68V6pA,https://www.youtube.com/@rubihkvtuber4628,2021-12-05,69,6268,220,
小帕Lolipop,UCoB5u0wk2kE9HiCKimQhDiQ,https://www.youtube.com/@lolipop_tw,2016-10-29,213,7743367,21600,
Leandor Vanko ch. 萊昂德羅,UCRuaVfCUrdw6prZ9eJeghig,https://www.youtube.com/@leandorvanko2089,2022-06-14,59,80476,2560,
愛野光 Vsinger,UC7YijJTaXAfAz_E7cDR8TNw,https://www.youtube.com/@ainohikaru,2021-03-30,123,8315,339,
Alpha ch. 阿爾法,UCJv2rmTQnK8c9xo23pz2Qlg,https://www.youtube.com/@alphach.7446,2022-01-26,166,61203,2280,ParalReturners
Simari Ch. 悠音島梨,UCxMPjmT6fesRkpLsn0dS4xw,https://www.youtube.com/@simarich.9701,2021-05-18,18,6633,60,
Stella_ヤンデレ系Vtuber,UC8AUsKC3d34gj2rLQGDGMEg,https://www.youtube.com/@stellafralieaurorademedici,2022-04-21,3,1369,849,Nocturnal Jamboree
小媒 Mei,UC62U5wc4o_VZTNecAkR0yEg,https://www.youtube.com/@ptsmei,2022-01-18,296,120281,2340,公共電視文化事業基金會
宿 しゅく Shuku Ch.,UCWfy5yU-ExAOkQuv6NAqxfA,https://www.youtube.com/@shukutw,2021-07-28,109,24923,1690,
趙錦漓Lily Zhao official,UCu-x0Gj5fV-Vicg5FgCBmkg,https://www.youtube.com/@lilyzhao.glacage,2022-02-01,44,4409,300,點一璃
百給,UC07cnzrQaapXpqMSOLSlbBg,https://www.youtube.com/@user-ue4jc5js1r,2020-11-21,8,1214,248,
不穿鞋的優優,UCdQhBJFznF2Mj-YYbfyzBOA,https://www.youtube.com/@j6m06534,2011-03-29,350,19985,1090,
Alchemy Boy,UCICm2nmmx3JABAvwSkkRNew,https://www.youtube.com/@alchemyboy7699,2019-10-26,1,5,13,
Kenta ch.源犬太,UCuM709BhGrE8RzvcLoXLVfw,https://www.youtube.com/@minamotokenta,2020-11-28,112,27140,515,夜貓森友會
Hyakki Riku. 百鬼陸,UCvVfK5duKs9wgQd4G68uI9w,https://www.youtube.com/@hyakkiriku,2021-10-03,47,1984,67,
烏瑪咪x搽米,UC_A_mG7PFh3xpHEh9tcVdkw,https://www.youtube.com/@umamixchami,2022-03-24,247,23960,717,
Konoki Ch.此木ちゃい,UCZ4fg9-D8pxi8CwQJVFqaYw,https://www.youtube.com/@konokichai,2017-07-31,228,29607,1220,
老李Laoly Ch.,UCUrd0bh-VAOobLb4f9lUeCA,https://www.youtube.com/@laoly,2014-09-27,349,60694,4110,
Me0w Ch. 喵酪バカ【香港VTuber】,UCwkovnO9VIMm0cp51gtUcRQ,https://www.youtube.com/@me0wch.vtuber237,2021-08-18,4,2824,222,
稻荷狐桃 ch.,UClvbMkOxppFtapmaJN08lyQ,https://www.youtube.com/@ch.6546,2021-07-25,20,2515,157,
Alpha Ch. 神崎アルファ,UCnmhqVmcgDdgc_4GfNI0OlQ,https://www.youtube.com/@alphach.5861,2021-03-31,819,103797,2820,
NKshoujo,UCu8xnGNvyMARhjpga3VdQ5Q,https://www.youtube.com/@nkshoujo,2021-08-13,9,52376,5650,NKshoujo
Sappy Prince ch. サッピー ,UCyZtxtDwmGy_2BALdpvI5fw,https://www.youtube.com/@sappyprincech.8866,2022-03-07,88,9154,265,
炘炎少主🔥Vtuber,UCab3RhYCRIm9fq9EjOsL5ug,https://www.youtube.com/@sinyanwaka,2013-06-23,166,3027,75,
Lumen Ch. 花火流明,UCowqpS7n0l2oBD1lYwgcbgA,https://www.youtube.com/@witch_lumen_tw,2022-07-08,62,3066,248,
焦兒 - JOERze Ch.,UClCygZk-T8H-Q2w-LDHlxQw,https://www.youtube.com/@joerze,2021-01-17,411,765805,10600,
這是希米,UCZh1JJ_SgkIblVriZz3pUNg,https://www.youtube.com/@iamhimmi0111,2022-08-30,3,116,23,
綺尼婭QiNya ch.,UCfDaUbNpT5h3AIsM_2Ra2ig,https://www.youtube.com/@qinyach,2019-08-02,585,16533,367,
玉央草屋,UCU5DYhcbbu7XwcYnT-YWcYA,https://www.youtube.com/@user-un2hy4ju6d,2021-05-04,3,83,28,
艾登魯那・諾克斯(Aeteruna Nox),UCd4LxNfC1G7nIN_BmqTPL0w,https://www.youtube.com/@aeterunanox8770,2022-05-15,23,976,50,
Beidou Coriander Ch.北斗香菜,UCIzOGbR1J-cV3UjRxOURBOw,https://www.youtube.com/@beidoucorianderch,2021-04-01,92,30520,1680,VTCF Project
亞洛帕卡AloPaca Ch.,UCPxxNRZ7mQRkji0JeoixK8Q,https://www.youtube.com/@alopacachannel,2021-09-20,172,23663,651,超異界通信+
喵奈 Nyana Ch.【綿牛喵星球所屬】,UCbqQOaT_aDmNQmCA0ssr9DA,https://www.youtube.com/@nyana33,2021-03-12,318,44534,1600,
達克涅絲Darknass ch.,UCidAHXs78ZeJ4vhWAiY2-1g,https://www.youtube.com/@darknass_vtb,2022-01-27,66,5439,247,
Elyana Ch.エリアナ,UCztotA3tS2QE-wtr_VENEDA,https://www.youtube.com/@elyanach,2020-12-02,284,50379,1660,咩屋
穆夏夏 Natsuko VOD Official,UCvSo5fL0iPgUE3HJIBAlAmA,https://www.youtube.com/@musha0324_vod,2011-12-07,210,7741,428,
狐塚千秋【Vtuber】,UC8lBMrdFVRkrUT-7fyvS18A,https://www.youtube.com/@chiakifox,2020-10-18,152,17296,434,
米婭 • 弗拉梅爾 /  Mia Flamel Ch.,UCKmvqlodrjzY6hDc_yI27IA,https://www.youtube.com/@miaflamel,2022-05-05,211,91100,1980,
Ayame ch. 流霜絢目【忙碌】,UCB3nyzC_7iJY22aHGiVL8jg,https://www.youtube.com/@ayame29ch,2015-01-23,244,208751,1820,
宮井莫妍Gong Jingmoyan.,UCZWOFO3KtFnhrBMQI8y07TQ,https://www.youtube.com/@gongjingmoyan.4951,2021-08-25,4,243,24,
Feiz ch.菲フェイ,UCoqZzJiVUMhmY8nMYOqa_Tw,https://www.youtube.com/@feizz0114,2021-01-06,142,259676,6360,FahonLive
Awa Channel 魚沫 -Momo-,UCnfNvnZozGaRfOFSRWrxeiQ,https://www.youtube.com/@awachannel,2013-10-15,62,139457,2400,
鹿娜です,UCkcemylRdQMmLv_vLeLZanA,https://www.youtube.com/@user-co7bd9lm3y,2021-05-17,76,2947,127,
蘿芙 Ch.,UCrW_k5X9QKODC4-2F3dzuYg,https://www.youtube.com/@ruofu,2021-08-29,239,98448,5230,AirLife
Shirayuki Ran,UCJfu5FF-_W-XDw8efv_uzYA,https://www.youtube.com/@shirayukiran824,2022-08-10,12,337,41,
鈴音アオイ,UCG2xCH4AJ9ILA0nlerUAzRg,https://www.youtube.com/@suzune_aoi,2021-10-12,231,8813,118,
栗松三鼠三Kurimatsu33,UCs-AisNto224U4Usvu9uP7w,https://www.youtube.com/@kurimatsu33,2021-12-12,31,2760,147,
ARu呼嚕嚕 Ch.,UCUFQ5IaPMisaDreXrMUdpGQ,https://www.youtube.com/@sun294g,2021-07-30,16,6510,1570,
鈴鹿沙織-SuzukaSaori-【HKvtuber】,UCaYwqXbi1SXI73mhlSrHabA,https://www.youtube.com/@suzuka_saori,2021-03-17,82,25829,819,
希比 Hebe Ch. ,UC9A1e88s9Y17I0B7hfRkeYg,https://www.youtube.com/@hebemegami,2021-04-27,120,58294,2950,
ReiNa 玲奈 Ch. ,UCR_TwfYbDaWEQxCJ2mSd52g,https://www.youtube.com/@reinach.1034,2021-07-21,29,7861,102,
YangyuYUI Ch. 陽羽ユイ,UCeNYYqTxU0mKScFvHjyoLaQ,https://www.youtube.com/@yangyuyuich,2021-04-13,103,9267,404,
Cecily ch. 西西莉,UC4b1QDTIo0g4LmnOrTB_ntw,https://www.youtube.com/@cecily_kbc,2022-08-04,93,52040,3360,王國放送局
Rittan0x0,UCwAdCuD7rCGxY5KLewdupdg,https://www.youtube.com/@rittan0x0,2021-01-18,6,2650,570,PRRU
月月牌橘子果醬,UCfjHFsnBds1V324YXpRvKRg,https://www.youtube.com/@huskyun111,2021-01-13,50,10970,190,徒步旅行
Renka ch.雪森蓮華,UCRfdQ6WUwxfkXKQ0R0r81ew,https://www.youtube.com/@renkach.5486,2020-09-08,96,12529,667,
西瓜糖 Guagua Ch.,UCnN1HCGct3gR-ge768k5yZA,https://www.youtube.com/@guaguach.5489,2020-12-29,64,21129,1200,
名雪薇薇·ヴィヴィch.,UCdesGlD7t5JV-z28p5GqVIw,https://www.youtube.com/@nayukivivych,2021-10-28,343,738959,19200,RenewLive
魷魷已損壞,UCwCXyIETEdMkv9DZBQmwhMw,https://www.youtube.com/@yuyu4vtuber,2018-04-13,369,89830,2720,
Maya Ch. 獅子堂マヤ ~HKVtuber~,UCGnse5xn3X8BuY3bRbQWNyA,https://www.youtube.com/@shishidomaya,2021-12-09,162,144339,1910,
Anas Ch.安納斯塔西婭,UCPNJVc_Cw9O6RaoliQrno5g,https://www.youtube.com/@anasch.2899,2017-06-03,61,9201,245,
望月貓音 ch.,UC599LnTiB82gbermxQvXaUA,https://www.youtube.com/@ch.7595,2021-12-03,1,124,62,
Caterbear毛毛熊,UC6UopRypu7GxC7gyORd6ryQ,https://www.youtube.com/@caterbear171,2021-09-16,92,15547,291,
Leliea 莉莉亞 【HKvtuber】,UCjqodZNa-07fg9UhRfTRu-A,https://www.youtube.com/@leliea,2021-08-31,214,58418,1060,
BASA🦊83 Ch.,UCLFtuqzt6OOsCR1oh43CpJA,https://www.youtube.com/@basa8383,2013-07-23,142,111234,2640,
Yu,UCFjL9hrhIxJyskUdGI6nCeg,https://www.youtube.com/@vtuberyu,2018-02-10,1009,8632381,32300,
矢澤狭久Yazaza Ch.,UCrpxJxuM0M2Cz-Qlra0iCqA,https://www.youtube.com/@yazaza487,2020-10-23,80,5589,393,
晚安堇 GoodNightCula,UC5Ca42WeYN6FLs-IrZn_t3Q,https://www.youtube.com/@goodnightcula9652,2022-04-25,43,4533,370,
落羽LuoYu,UCy7uKkZrn9dFCcngqwwUqqQ,https://www.youtube.com/@luoyu01,2020-04-28,132,46373,326,
 Milo Ch.  米洛,UCVPIna9dM6BmgrH1HYfhSNA,https://www.youtube.com/@milo_wolf,2021-05-11,9,119,46,
Gel'xcy ch. 星子 鹿見,UCN8M7ss0vWB1EmypGfYSAVQ,https://www.youtube.com/@gelxcych.8296,2021-09-27,115,2057,62,
希艾絲 CS💻,UCyeDMcb6GXKqjlKN9l-x1LA,https://www.youtube.com/@csua,2022-08-30,53,6374,467,LUVMELIVE
AI葵,UC7UlsMUu_gIgpqNGB4SqSwQ,https://www.youtube.com/@kwea123,2011-10-08,225,693541,6470,
白叔叔,UC3BtyXlM4pFR-ixa9uuQXOg,https://www.youtube.com/@baisusu_ch,2011-02-06,223,21889,712,
水月 Izuki [ HK Vtuber ],UCDUY_H2U5bQ33T5X3SsmD_Q,https://www.youtube.com/@izukihkvtuber387,2019-06-09,17,2158,132,
鳶尾羽,UCNrs20xJ0ejPpjjjQAzO3Ow,https://www.youtube.com/@ichihatsuhane,2022-05-25,19,951,111,
Dodomilk 譯人豆奶,UC8vmL3k7SMDtSrd8UqW0pBw,https://www.youtube.com/@dodomilk,2021-12-26,22,22211,1530,
不求人,UCW5aUJJMCFxGrfM-7FHPO3w,https://www.youtube.com/@user-gh3ls4fi2t,2021-02-23,109,28319,609,
天晴蕪羽 Ch.-可愛的呆呆人偶(⁎˃ᆺ˂)-,UCUKPfpjU9xCl5PE6dgnN7wg,https://www.youtube.com/@ch.angel2012,2016-07-05,204,4731,176,
藍藍星球廣播電台,UC6qOCDGMYrhO2uaYd17cX-A,https://www.youtube.com/@bpr_studio,2021-06-03,5,635,46,
水手緞帶 - Sailor Ribbon -,UC3iQgHIZAPOGG-1LKvINzoA,https://www.youtube.com/@sailorribbon,2019-07-31,543,209777,4090,
Rei Ch. 詩芥 礼,UCIXgkDKFNOyBzeqGTSSbXHw,https://www.youtube.com/@reishiaku,2021-07-09,20,1511,157,
希楠 / Kinan Ch.,UCN3STC7lzKt-FmrR_-X22ug,https://www.youtube.com/@kinanch,2021-03-11,185,43886,1310,地下軼樓
黑佃みほ.MihoCH,UChYCmHQF_XwBnYLLvBgemWQ,https://www.youtube.com/@kurohatamiho,2019-12-21,190,35091,879,
如夢Dream Ch. ND,UC7hG0Mhh0MpSTr2y1op2c-A,https://www.youtube.com/@dreamchnd,2013-05-05,45,5548,501,
Lancelot Ch. 蘭斯洛特,UCWS_0u2yPFW87Tj_Vat3EIQ,https://www.youtube.com/@-lancelotlafayette-9760,2022-09-17,80,270616,13600,星軌工作室
喵晶院夢炎,UCmFvaT_RTxD-W9U70SipbSw,https://www.youtube.com/@yumenohi0602,2022-02-19,8,480,12,
林頭家 ch.,UCQZbUUM-erhoYEek7OyGusQ,https://www.youtube.com/@twtoujiach.,2022-04-17,105,27858,1460,
七楽 naraku,UCM_5be6zLHVGYIF9RgX3BTg,https://www.youtube.com/@naraku.tensai,2023-02-15,8,21462,1270,
Kamine Ch. 祇音(기음),UC2p3hLQSMaMde5Rb2O9qxVg,https://www.youtube.com/@kaminech.7451,2022-01-31,156,12247,447,
MuLin Makisho Ch.,UCdqisHJyNPfaDDOkaOy4RDw,https://www.youtube.com/@makishomulin,2022-03-18,3,692,23,
LLT5藝輪點燈 Official,UCmO8xJjIYrv6kGtGJF_nIMg,https://www.youtube.com/@llt5official,2020-12-31,10,3264,360,Lamplighter5
櫻坂くりこ,UC9gLGP1Al6npy1XiypTQ9Wg,https://www.youtube.com/@osakakuriko,2014-06-14,688,177047,3320,夜貓森友會
Amrzs ch. 阿爾姿,UCULLc5b5rzDNp9K-rtF8W5w,https://www.youtube.com/@amrzsmonstar,2021-07-26,374,1448831,25200,SquareLive
陽葵TOTO【香港vtuber】,UCC1VTuYC84b3HD628ZEWxgQ,https://www.youtube.com/@toto-vtuber,2020-07-08,494,79003,1230,
Yuyu ch. 幽幽,UCc337NFdHZ1gyb3CZRu2nrA,https://www.youtube.com/@yuyu06062,2021-07-16,76,8971,374,
砝露娜-069,UCDmz0ettPyD-5RXvx7g5B2w,https://www.youtube.com/@fluna069,2022-09-28,23,2029,93,
柊 瑛二 【香港Vtuber】,UCD4fWLOLLnSCHt0Ion6f2Eg,https://www.youtube.com/@vtuber6444,2020-11-14,184,18691,353,
靈婪Linglai  ch.,UCQlPL0c6dneFMQe4aZ757_g,https://www.youtube.com/@linglai8787,2022-08-23,56,7219,323,
elf grelio ch.格里奧,UC9b8gLN8sd2P6onzDjacLSw,https://www.youtube.com/@elf_grelio,2021-11-29,25,4631,206,
阿爾文.阿魯卡[香港vtuber],UCKA6yzaZg0cVf0FTQoqazYg,https://www.youtube.com/@alvinaluka1215,2020-12-10,62,4204,168,
淮青ふるみ HuaiChin ,UCRJVoFd2Ais2rrSKjR2_Z7g,https://www.youtube.com/@huaichin_tw,2020-11-20,169,48830,1930,
Fishisverytall MY Vtuber 🐟 ,UC9hibCD49MgdGZyQfzErE_w,https://www.youtube.com/@fishisverytall,2021-06-28,323,58180,1240,Pasar Virtual Entertainment
Ramellae ch. 拉美拉,UCEwfcA9-y1hcQpVMt9Xge_w,https://www.youtube.com/@ramellaech.2037,2021-04-16,252,37297,1450,
Suzumiya Siru Ch.鈴宮紫瑠,UCzD7OCSueDAdqnPqWiu46gA,https://www.youtube.com/@suzumiyasiru,2018-02-08,71,26515,1510,Stardust Live
Lynx琳&Plumeria梔梔,UCyEir3V8YL5v-hUTeJtNC6Q,https://www.youtube.com/@lynxplumeria1725,2022-03-16,18,386,16,
希珥 Shir Ch. ,UCaaaRyNQEACU09Ocw3EIh-w,https://www.youtube.com/@shir_ch.,2021-06-23,254,148250,4200,
凜焰鹿奈 Kana ch.,UCDbxmrUp1D4tP51A07LhyCA,https://www.youtube.com/@rin-en_kana,2016-08-08,24,898,80,
Asagibunta Ch. 淺蔥文太,UC4-TDZS0cTCMHvSu7ZxxOjw,https://www.youtube.com/@asagibuntach.,2021-06-25,449,29953,570,
落羽澄漣 Ch.,UCqsxSVegfLuA24QSVqGOtrQ,https://www.youtube.com/@hanesumich,2021-02-05,377,87706,2150,
